tecnica;mean_absolute_error;mean_squared_error;mean_squared_log_error;median_absolute_error;identificador_aleatorio;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params
AdaBoostRegressor;77.59071868900283;8391.209986607808;4.221424622993811;56.65705289672533;1091298;train_test_split 25%;Não utilizado;pca;"[('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('AdaBoostRegressor', AdaBoostRegressor(base_estimator=None, learning_rate=1.0, loss='linear',
                  n_estimators=50, random_state=None))]";{'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'AdaBoostRegressor__loss': ('linear', 'square', 'exponential'), 'AdaBoostRegressor__n_estimators': [25, 50, 75]};28;33;3;"Pipeline(memory=None,
         steps=[('pca',
                 PCA(copy=True, iterated_power='auto', n_components=9,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=True)),
                ('AdaBoostRegressor',
                 AdaBoostRegressor(base_estimator=None, learning_rate=1.0,
                                   loss='square', n_estimators=50,
                                   random_state=None))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'randomized', 'pca__n_components': 9, 'AdaBoostRegressor__n_estimators': 50, 'AdaBoostRegressor__loss': 'square'}
KNeighborsRegressor;45.768022910389746;4571.105543810077;0.025913220058502717;32.17038352006904;5333605;train_test_split 25%;Não utilizado;pca;"[('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('KNeighborsRegressor', KNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                    metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                    weights='uniform'))]";{'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'KNeighborsRegressor__n_neighbors': [3, 5, 7, 9], 'KNeighborsRegressor__weights': ('uniform', 'distance'), 'KNeighborsRegressor__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsRegressor__p': [1, 2]};28;3;9;"Pipeline(memory=None,
         steps=[('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=True)),
                ('KNeighborsRegressor',
                 KNeighborsRegressor(algorithm='kd_tree', leaf_size=30,
                                     metric='minkowski', metric_params=None,
                                     n_jobs=None, n_neighbors=9, p=1,
                                     weights='distance'))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'full', 'pca__n_components': 3, 'KNeighborsRegressor__weights': 'distance', 'KNeighborsRegressor__p': 1, 'KNeighborsRegressor__n_neighbors': 9, 'KNeighborsRegressor__algorithm': 'kd_tree'}
ExtraTreeRegressor;60.573230410719496;8504.223148849404;0.04387342565432897;39.30000000000001;3894901;train_test_split 25%;Não utilizado;pca;"[('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('ExtraTreeRegressor', ExtraTreeRegressor(ccp_alpha=0.0, criterion='mse', max_depth=None,
                   max_features='auto', max_leaf_nodes=None,
                   min_impurity_decrease=0.0, min_impurity_split=None,
                   min_samples_leaf=1, min_samples_split=2,
                   min_weight_fraction_leaf=0.0, random_state=None,
                   splitter='random'))]";{'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'ExtraTreeRegressor__criterion': ('mse', 'mae'), 'ExtraTreeRegressor__max_features': ('auto', 'sqrt', 'log2')};28;21;4;"Pipeline(memory=None,
         steps=[('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=False)),
                ('ExtraTreeRegressor',
                 ExtraTreeRegressor(ccp_alpha=0.0, criterion='mae',
                                    max_depth=None, max_features='sqrt',
                                    max_leaf_nodes=None,
                                    min_impurity_decrease=0.0,
                                    min_impurity_split=None, min_samples_leaf=1,
                                    min_samples_split=2,
                                    min_weight_fraction_leaf=0.0,
                                    random_state=None, splitter='random'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'full', 'pca__n_components': 3, 'ExtraTreeRegressor__max_features': 'sqrt', 'ExtraTreeRegressor__criterion': 'mae'}
RandomForestRegressor;54.539059642308;6608.1047290658435;0.0843691843499605;38.09333333333336;9218951;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('RandomForestRegressor', RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=None, oob_score=False,
                      random_state=None, verbose=0, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'RandomForestRegressor__n_estimators': [5, 10, 15], 'RandomForestRegressor__criterion': ('mse', 'mae'), 'RandomForestRegressor__max_features': ('auto', 'sqrt', 'log2'), 'RandomForestRegressor__bootstrap': [True, False], 'RandomForestRegressor__warm_start': [True, False]};38;18;3;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=7, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('RandomForestRegressor',
                 RandomForestRegressor(bootstrap=True, ccp_alpha=0.0,
                                       criterion='mse', max_depth=None,
                                       max_features='log2', max_leaf_nodes=None,
                                       max_samples=None,
                                       min_impurity_decrease=0.0,
                                       min_impurity_split=None,
                                       min_samples_leaf=1, min_samples_split=2,
                                       min_weight_fraction_leaf=0.0,
                                       n_estimators=15, n_jobs=None,
                                       oob_score=False, random_state=None,
                                       verbose=0, warm_start=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'RandomForestRegressor__warm_start': False, 'RandomForestRegressor__n_estimators': 15, 'RandomForestRegressor__max_features': 'log2', 'RandomForestRegressor__criterion': 'mse', 'RandomForestRegressor__bootstrap': True, 'FastICA__whiten': True, 'FastICA__n_components': 7, 'FastICA__algorithm': 'deflation'}
ExtraTreesRegressor;51.99881848345068;5923.694271533004;0.05797425776216492;37.480000000000075;5102971;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreesRegressor', ExtraTreesRegressor(bootstrap=False, ccp_alpha=0.0, criterion='mse',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    max_samples=None, min_impurity_decrease=0.0,
                    min_impurity_split=None, min_samples_leaf=1,
                    min_samples_split=2, min_weight_fraction_leaf=0.0,
                    n_estimators=100, n_jobs=None, oob_score=False,
                    random_state=None, verbose=0, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreesRegressor__n_estimators': [5, 10, 15], 'ExtraTreesRegressor__criterion': ('mse', 'mae'), 'ExtraTreesRegressor__max_features': ('auto', 'sqrt', 'log2'), 'ExtraTreesRegressor__bootstrap': [True, False], 'ExtraTreesRegressor__warm_start': [True, False]};38;16;6;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=None, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('ExtraTreesRegressor',
                 ExtraTreesRegressor(bootstrap=True, ccp_alpha=0.0,
                                     criterion='mse', max_depth=None,
                                     max_features='log2', max_leaf_nodes=None,
                                     max_samples=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     n_estimators=15, n_jobs=None,
                                     oob_score=False, random_state=None,
                                     verbose=0, warm_start=True))],
         verbose=False)";{'normalizer__norm': 'l2', 'FastICA__whiten': True, 'FastICA__n_components': None, 'FastICA__algorithm': 'parallel', 'ExtraTreesRegressor__warm_start': True, 'ExtraTreesRegressor__n_estimators': 15, 'ExtraTreesRegressor__max_features': 'log2', 'ExtraTreesRegressor__criterion': 'mse', 'ExtraTreesRegressor__bootstrap': True}
BaggingRegressor;52.377839281378975;6052.2891755172495;0.057196262991488674;35.933333333333344;9811282;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('BaggingRegressor', BaggingRegressor(base_estimator=None, bootstrap=True, bootstrap_features=False,
                 max_features=1.0, max_samples=1.0, n_estimators=10,
                 n_jobs=None, oob_score=False, random_state=None, verbose=0,
                 warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'BaggingRegressor__n_estimators': [5, 10, 15], 'BaggingRegressor__bootstrap': [True, False], 'BaggingRegressor__warm_start': [True, False]};38;30;10;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=None, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('BaggingRegressor',
                 BaggingRegressor(base_estimator=None, bootstrap=True,
                                  bootstrap_features=False, max_features=1.0,
                                  max_samples=1.0, n_estimators=15, n_jobs=None,
                                  oob_score=False, random_state=None, verbose=0,
                                  warm_start=False))],
         verbose=False)";{'normalizer__norm': 'l2', 'FastICA__whiten': True, 'FastICA__n_components': None, 'FastICA__algorithm': 'parallel', 'BaggingRegressor__warm_start': False, 'BaggingRegressor__n_estimators': 15, 'BaggingRegressor__bootstrap': True}
AdaBoostRegressor;85.2589831528212;10851.857362697703;3.792930574315057;62.437945205480155;999430;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('AdaBoostRegressor', AdaBoostRegressor(base_estimator=None, learning_rate=1.0, loss='linear',
                  n_estimators=50, random_state=None))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'AdaBoostRegressor__loss': ('linear', 'square', 'exponential'), 'AdaBoostRegressor__n_estimators': [25, 50, 75]};38;30;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=5, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('AdaBoostRegressor',
                 AdaBoostRegressor(base_estimator=None, learning_rate=1.0,
                                   loss='linear', n_estimators=50,
                                   random_state=None))],
         verbose=False)";{'normalizer__norm': 'max', 'FastICA__whiten': True, 'FastICA__n_components': 5, 'FastICA__algorithm': 'deflation', 'AdaBoostRegressor__n_estimators': 50, 'AdaBoostRegressor__loss': 'linear'}
HuberRegressor;56.058233279418495;7334.875466796459;0.4087809994018414;37.40394545659319;2333567;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('HuberRegressor', HuberRegressor(alpha=0.0001, epsilon=1.35, fit_intercept=True, max_iter=100,
               tol=1e-05, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'HuberRegressor__max_iter': [50, 100, 150], 'HuberRegressor__warm_start': [True, False]};38;42;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('HuberRegressor',
                 HuberRegressor(alpha=0.0001, epsilon=1.35, fit_intercept=True,
                                max_iter=50, tol=1e-05, warm_start=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'HuberRegressor__warm_start': False, 'HuberRegressor__max_iter': 50, 'FastICA__whiten': True, 'FastICA__n_components': 11, 'FastICA__algorithm': 'deflation'}
KNeighborsRegressor;54.68655956119651;6690.2306397764705;0.05233425640890568;36.474881509238465;3522014;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('KNeighborsRegressor', KNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                    metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                    weights='uniform'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'KNeighborsRegressor__n_neighbors': [3, 5, 7, 9], 'KNeighborsRegressor__weights': ('uniform', 'distance'), 'KNeighborsRegressor__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsRegressor__p': [1, 2]};38;12;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=7, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('KNeighborsRegressor',
                 KNeighborsRegressor(algorithm='kd_tree', leaf_size=30,
                                     metric='minkowski', metric_params=None,
                                     n_jobs=None, n_neighbors=7, p=2,
                                     weights='distance'))],
         verbose=False)";{'normalizer__norm': 'max', 'KNeighborsRegressor__weights': 'distance', 'KNeighborsRegressor__p': 2, 'KNeighborsRegressor__n_neighbors': 7, 'KNeighborsRegressor__algorithm': 'kd_tree', 'FastICA__whiten': True, 'FastICA__n_components': 7, 'FastICA__algorithm': 'parallel'}
RadiusNeighborsRegressor;56.320830779417314;6835.438644319811;0.19456032700446266;42.73904251650913;3883375;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('RadiusNeighborsRegressor', RadiusNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                         metric_params=None, n_jobs=None, p=2, radius=1.0,
                         weights='uniform'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'RadiusNeighborsRegressor__weights': ('uniform', 'distance'), 'RadiusNeighborsRegressor__algorithm': ('ball_tree', 'kd_tree', 'brute', 'auto'), 'RadiusNeighborsRegressor__p': [1, 2]};38;11;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=9, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('RadiusNeighborsRegressor',
                 RadiusNeighborsRegressor(algorithm='ball_tree', leaf_size=30,
                                          metric='minkowski',
                                          metric_params=None, n_jobs=None, p=2,
                                          radius=1.0, weights='distance'))],
         verbose=False)";{'normalizer__norm': 'max', 'RadiusNeighborsRegressor__weights': 'distance', 'RadiusNeighborsRegressor__p': 2, 'RadiusNeighborsRegressor__algorithm': 'ball_tree', 'FastICA__whiten': False, 'FastICA__n_components': 9, 'FastICA__algorithm': 'deflation'}
ExtraTreeRegressor;72.81257586792911;12315.330298616167;0.09070812993861888;45.59999999999997;4479488;train_test_split 30%;normalizer;FastICA;"[('normalizer', Normalizer(copy=True, norm='l2')), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreeRegressor', ExtraTreeRegressor(ccp_alpha=0.0, criterion='mse', max_depth=None,
                   max_features='auto', max_leaf_nodes=None,
                   min_impurity_decrease=0.0, min_impurity_split=None,
                   min_samples_leaf=1, min_samples_split=2,
                   min_weight_fraction_leaf=0.0, random_state=None,
                   splitter='random'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreeRegressor__criterion': ('mse', 'mae'), 'ExtraTreeRegressor__max_features': ('auto', 'sqrt', 'log2')};38;6;6;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=3, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('ExtraTreeRegressor',
                 ExtraTreeRegressor(ccp_alpha=0.0, criterion='mae',
                                    max_depth=None, max_features='log2',
                                    max_leaf_nodes=None,
                                    min_impurity_decrease=0.0,
                                    min_impurity_split=None, min_samples_leaf=1,
                                    min_samples_split=2,
                                    min_weight_fraction_leaf=0.0,
                                    random_state=None, splitter='random'))],
         verbose=False)";{'normalizer__norm': 'l1', 'FastICA__whiten': True, 'FastICA__n_components': 3, 'FastICA__algorithm': 'deflation', 'ExtraTreeRegressor__max_features': 'log2', 'ExtraTreeRegressor__criterion': 'mae'}
RandomForestRegressor;47.073368536052435;4733.868004552076;0.09175822775133444;34.60499999999996;860628;train_test_split 20%;robust_scaler;FastICA;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('RandomForestRegressor', RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=None, oob_score=False,
                      random_state=None, verbose=0, warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'RandomForestRegressor__n_estimators': [5, 10, 15], 'RandomForestRegressor__criterion': ('mse', 'mae'), 'RandomForestRegressor__max_features': ('auto', 'sqrt', 'log2'), 'RandomForestRegressor__bootstrap': [True, False], 'RandomForestRegressor__warm_start': [True, False]};9;31;9;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=True)),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('RandomForestRegressor',
                 RandomForestRegressor(bootstrap=True, ccp_alpha=0.0,
                                       criterion='mse', max_depth=None,
                                       max_features='log2', max_leaf_nodes=None,
                                       max_samples=None,
                                       min_impurity_decrease=0.0,
                                       min_impurity_split=None,
                                       min_samples_leaf=1, min_samples_split=2,
                                       min_weight_fraction_leaf=0.0,
                                       n_estimators=10, n_jobs=None,
                                       oob_score=False, random_state=None,
                                       verbose=0, warm_start=False))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': False, 'RandomForestRegressor__warm_start': False, 'RandomForestRegressor__n_estimators': 10, 'RandomForestRegressor__max_features': 'log2', 'RandomForestRegressor__criterion': 'mse', 'RandomForestRegressor__bootstrap': True, 'FastICA__whiten': True, 'FastICA__n_components': 11, 'FastICA__algorithm': 'parallel'}
